date,year,weekday,split,O79,C79,H79,L79,R79,n_w_bars,ATR_ref,class,prev_class,y,y_1000,y_1100,dual_same_bar,is_event,is_holiday,is_early_close,excl_reason,primary_ok,all_days_ok,range_expansion,chop
2023-01-25,2023,2,IS,14393.5,14360.75,14423.75,14360.5,63.25,120,68.875,consolidation,,low,low,low,False,False,False,False,,True,True,2.9130434782608696,False
2023-01-26,2023,3,IS,14597.75,14656.0,14665.0,14585.0,80.0,120,64.5,expansion↑,consolidation,high,high,high,False,False,False,False,,True,True,2.134375,False
2023-01-27,2023,4,IS,14708.0,14692.25,14733.75,14677.75,56.0,120,68.875,consolidation,expansion↑,high,high,high,False,False,False,False,,True,True,2.986607142857143,False
2023-01-30,2023,0,IS,14717.0,14742.5,14753.25,14713.5,39.75,120,64.5,consolidation,consolidation,high,high,high,False,False,False,False,,True,True,4.044025157232705,False
2023-01-31,2023,1,IS,14566.0,14654.5,14672.25,14560.25,112.0,120,59.875,expansion↑,consolidation,high,high,high,False,False,False,False,,True,True,1.1361607142857142,False
2023-02-01,2023,2,IS,14785.25,14787.25,14823.75,14781.0,42.75,120,59.875,consolidation,expansion↑,low,low,low,False,True,False,False,,False,True,1.9005847953216375,False
2023-02-02,2023,3,IS,15224.75,15310.25,15322.75,15207.75,115.0,120,56.375,expansion↑,consolidation,high,high,high,False,False,False,False,,True,True,1.6695652173913043,False
2023-02-03,2023,4,IS,15330.75,15233.0,15416.0,15224.5,191.5,120,56.375,expansion↓,expansion↑,low,low,low,False,True,False,False,,False,True,1.6684073107049608,False
2023-02-06,2023,0,IS,15148.5,15152.5,15193.75,15136.5,57.25,120,56.375,consolidation,expansion↓,high,high,high,False,False,False,False,,True,True,2.668122270742358,False
2023-02-07,2023,1,IS,15199.75,15170.75,15221.0,15158.5,62.5,120,56.875,consolidation,consolidation,low,low,low,False,False,False,False,,True,True,1.884,False
2023-02-08,2023,2,IS,15402.5,15373.75,15437.75,15365.75,72.0,120,59.875,consolidation,consolidation,low,low,low,False,False,False,False,,True,True,3.2604166666666665,False
2023-02-09,2023,3,IS,15345.0,15368.5,15372.25,15315.5,56.75,120,62.875,consolidation,consolidation,high,high,high,False,False,False,False,,True,True,3.0220264317180616,False
2023-02-10,2023,4,IS,14942.75,14988.5,15005.75,14925.5,80.25,120,59.875,expansion↑,consolidation,high,high,high,False,False,False,False,,True,True,1.8006230529595015,False
2023-02-13,2023,0,IS,15050.0,15041.5,15088.5,15036.5,52.0,120,59.875,consolidation,expansion↑,low,low,low,False,False,False,False,,True,True,3.769230769230769,False
2023-02-14,2023,1,IS,15231.25,15188.75,15342.0,15115.0,227.0,120,59.875,consolidation,consolidation,low,low,low,False,True,False,False,,False,True,1.2466960352422907,False
2023-02-15,2023,2,IS,15226.5,15240.0,15275.25,15189.25,86.0,120,62.875,consolidation,consolidation,high,high,high,False,False,False,False,,True,True,1.7209302325581395,False
2023-02-16,2023,3,IS,15379.75,15211.25,15384.25,15188.5,195.75,120,62.875,expansion↓,consolidation,low,low,low,False,False,False,False,,True,True,0.9029374201787995,True
2023-02-17,2023,4,IS,15020.0,15048.75,15056.75,15015.25,41.5,120,64.5,consolidation,expansion↓,high,high,high,False,False,False,False,,True,True,3.5843373493975905,False
2023-02-20,2023,0,IS,15053.75,15056.75,15072.75,15044.75,28.0,120,64.5,compression,consolidation,,,,False,False,True,False,holiday,False,False,,
2023-02-21,2023,1,IS,14936.25,14901.75,14940.75,14894.25,46.5,120,62.875,consolidation,compression,low,low,low,False,False,False,False,,True,True,3.1236559139784945,False
2023-02-22,2023,2,IS,14750.5,14782.5,14818.25,14745.5,72.75,120,62.875,consolidation,consolidation,high,high,high,False,False,False,False,,True,True,1.9312714776632303,False
2023-02-23,2023,3,IS,14857.25,14874.25,14893.0,14840.25,52.75,120,67.25,consolidation,consolidation,high,high,high,False,False,False,False,,True,True,4.355450236966824,False
2023-02-24,2023,4,IS,14752.0,14654.25,14764.0,14629.25,134.75,120,59.875,expansion↓,consolidation,low,low,low,False,False,False,False,,True,True,0.8905380333951762,True
2023-02-27,2023,0,IS,14717.5,14792.25,14808.0,14708.5,99.5,120,67.25,expansion↑,expansion↓,high,neither,high,False,False,False,False,,True,True,1.2462311557788945,False
2023-02-28,2023,1,IS,14771.75,14748.75,14801.25,14729.75,71.5,120,72.375,consolidation,expansion↑,low,low,low,False,False,False,False,,True,True,1.1538461538461537,False
2023-03-01,2023,2,IS,14782.0,14701.75,14783.5,14696.5,87.0,120,71.75,expansion↓,consolidation,low,low,low,False,False,False,False,,True,True,1.778735632183908,False
2023-03-02,2023,3,IS,14555.25,14497.25,14573.5,14493.0,80.5,120,72.375,expansion↓,expansion↓,high,neither,high,False,False,False,False,,True,True,1.1428571428571428,False
2023-03-03,2023,4,IS,14763.0,14792.75,14797.25,14733.75,63.5,120,72.375,consolidation,expansion↓,high,high,high,False,False,False,False,,True,True,1.9173228346456692,False
2023-03-06,2023,0,IS,14960.5,15022.5,15037.25,14955.75,81.5,120,71.75,expansion↑,consolidation,high,high,high,False,False,False,False,,True,True,1.705521472392638,False
2023-03-07,2023,1,IS,15006.75,14999.75,15019.0,14996.0,23.0,120,72.375,compression,expansion↑,low,low,low,False,False,False,False,,True,True,7.934782608695652,False
2023-03-08,2023,2,IS,14845.25,14837.0,14852.0,14800.25,51.75,120,72.375,consolidation,compression,high,high,high,False,False,False,False,,True,True,2.8260869565217392,False
2023-03-09,2023,3,IS,14827.5,14891.5,14895.75,14806.75,89.0,120,72.125,expansion↑,consolidation,high,high,high,False,False,False,False,,True,True,1.3876404494382022,False
2023-03-10,2023,4,IS,14684.0,14722.0,14764.0,14588.0,176.0,120,76.5,consolidation,expansion↑,low,low,low,False,True,False,False,,False,True,1.21875,False
2023-03-13,2023,0,IS,14623.75,14426.5,14647.75,14331.0,316.75,120,76.625,expansion↓,consolidation,high,neither,neither,False,False,False,False,,True,True,1.1578531965272296,False
2023-03-14,2023,1,IS,14628.25,14709.0,14727.75,14557.0,170.75,120,81.0,consolidation,expansion↓,high,high,high,False,True,False,False,,False,True,0.9238653001464129,True
2023-03-15,2023,2,IS,14650.5,14676.5,14744.25,14630.25,114.0,120,81.0,consolidation,consolidation,high,high,high,False,False,False,False,,True,True,1.4013157894736843,False
2023-03-16,2023,3,IS,14937.25,14902.75,14954.25,14874.75,79.5,120,81.0,consolidation,consolidation,low,low,low,False,False,False,False,,True,True,4.440251572327044,False
2023-03-17,2023,4,IS,15247.0,15202.75,15269.0,15185.0,84.0,120,80.0,expansion↓,consolidation,high,high,high,False,False,False,False,,True,True,2.8779761904761907,False
2023-03-20,2023,0,IS,15184.5,15198.25,15213.25,15138.25,75.0,120,81.0,consolidation,expansion↓,low,low,low,False,False,False,False,,True,True,2.24,False
2023-03-21,2023,1,IS,15253.25,15284.5,15316.75,15248.25,68.5,120,81.0,consolidation,consolidation,high,high,high,False,False,False,False,,True,True,1.8211678832116789,False
2023-03-22,2023,2,IS,15376.5,15377.5,15392.0,15360.0,32.0,120,81.0,compression,consolidation,high,high,high,False,True,False,False,,False,True,2.9375,False
2023-03-23,2023,3,IS,15342.5,15349.5,15369.75,15325.25,44.5,120,81.0,consolidation,compression,high,high,high,False,False,False,False,,True,True,4.162921348314606,False
2023-03-24,2023,4,IS,15321.0,15342.5,15344.0,15278.25,65.75,120,81.0,consolidation,consolidation,high,high,high,False,False,False,False,,True,True,1.7756653992395437,False
2023-03-27,2023,0,IS,15453.5,15440.25,15482.25,15436.0,46.25,120,80.0,consolidation,consolidation,low,low,low,False,False,False,False,,True,True,4.124324324324324,False
2023-03-28,2023,1,IS,15285.5,15293.5,15321.25,15281.75,39.5,120,77.25,consolidation,consolidation,low,low,low,False,False,False,False,,True,True,3.2278481012658227,False
2023-03-29,2023,2,IS,15360.5,15382.0,15385.75,15355.0,30.75,120,77.25,compression,consolidation,high,high,high,False,False,False,False,,True,True,2.5447154471544717,False
2023-03-30,2023,3,IS,15553.25,15575.75,15594.0,15546.5,47.5,120,71.75,consolidation,compression,high,high,high,False,False,False,False,,True,True,1.7578947368421052,False
2023-03-31,2023,4,IS,15598.0,15621.0,15652.75,15582.25,70.5,120,67.125,consolidation,consolidation,high,high,high,False,False,False,False,,True,True,1.9148936170212767,False
2023-04-03,2023,0,IS,15745.0,15734.75,15752.75,15704.25,48.5,120,69.5,consolidation,consolidation,high,high,high,False,False,False,False,,True,True,2.3556701030927836,False
2023-04-04,2023,1,IS,15852.5,15827.75,15858.75,15819.25,39.5,120,67.125,consolidation,consolidation,low,low,low,False,False,False,False,,True,True,3.050632911392405,False
2023-04-05,2023,2,IS,15727.75,15723.75,15760.75,15715.0,45.75,120,67.125,consolidation,consolidation,low,low,low,False,False,False,False,,True,True,3.551912568306011,False
2023-04-06,2023,3,IS,15566.75,15544.5,15595.75,15539.75,56.0,120,67.125,consolidation,consolidation,low,low,low,False,False,False,False,,True,True,3.1205357142857144,False
2023-04-07,2023,4,IS,15692.75,15697.0,15717.0,15646.75,70.25,120,60.875,consolidation,consolidation,,,,False,True,True,False,holiday,False,False,,
2023-04-10,2023,0,IS,15677.5,15585.25,15679.25,15577.75,101.5,120,60.875,expansion↓,consolidation,low,low,low,False,False,False,False,,True,True,1.1921182266009853,False
2023-04-11,2023,1,IS,15705.25,15662.25,15708.25,15650.25,58.0,120,60.875,consolidation,expansion↓,low,low,low,False,False,False,False,,True,True,1.8448275862068966,False
2023-04-12,2023,2,IS,15593.75,15711.5,15766.5,15575.25,191.25,120,57.0,expansion↑,consolidation,low,low,low,False,True,False,False,,False,True,1.0705882352941176,False
2023-04-13,2023,3,IS,15505.0,15546.5,15562.75,15482.0,80.75,120,57.0,expansion↑,expansion↑,high,high,high,False,False,False,False,,True,True,1.5510835913312693,False
2023-04-14,2023,4,IS,15660.5,15637.75,15697.25,15625.75,71.5,120,57.0,consolidation,expansion↑,high,high,high,False,False,False,False,,True,True,2.027972027972028,False
2023-04-17,2023,0,IS,15713.0,15696.75,15726.75,15683.0,43.75,120,57.0,consolidation,consolidation,low,low,low,False,False,False,False,,True,True,2.697142857142857,False
2023-04-18,2023,1,IS,15789.75,15815.5,15823.5,15781.25,42.25,120,52.25,consolidation,consolidation,low,low,low,False,False,False,False,,True,True,3.4615384615384617,False
2023-04-19,2023,2,IS,15620.0,15603.25,15630.0,15592.75,37.25,120,48.0,consolidation,consolidation,high,high,high,False,False,False,False,,True,True,2.61744966442953,False
2023-04-20,2023,3,IS,15588.75,15598.0,15600.75,15557.25,43.5,120,48.0,consolidation,consolidation,high,high,high,False,False,False,False,,True,True,2.5689655172413794,False
2023-04-21,2023,4,IS,15535.75,15574.25,15580.25,15529.75,50.5,120,48.0,expansion↑,consolidation,high,high,high,False,False,False,False,,True,True,2.267326732673267,False
2023-04-24,2023,0,IS,15597.5,15620.0,15624.25,15596.0,28.25,120,48.0,consolidation,expansion↑,low,low,low,False,False,False,False,,True,True,5.902654867256637,False
2023-04-25,2023,1,IS,15527.25,15524.0,15543.0,15516.75,26.25,120,48.0,consolidation,consolidation,low,low,low,False,False,False,False,,True,True,3.7904761904761903,False
2023-04-26,2023,2,IS,15457.5,15470.75,15479.25,15410.0,69.25,120,48.0,consolidation,consolidation,high,high,high,False,False,False,False,,True,True,1.444043321299639,False
2023-04-27,2023,3,IS,15518.5,15549.25,15572.75,15508.25,64.5,120,49.5,consolidation,consolidation,high,high,high,False,False,False,False,,True,True,2.0775193798449614,False
2023-04-28,2023,4,IS,15717.25,15736.25,15748.25,15693.75,54.5,120,53.25,consolidation,consolidation,high,high,high,False,False,False,False,,True,True,2.2155963302752295,False
2023-05-01,2023,0,IS,15836.25,15826.25,15842.75,15810.0,32.75,120,52.5,consolidation,consolidation,high,high,high,False,False,False,False,,True,True,2.2442748091603053,False
2023-05-02,2023,1,IS,15830.5,15825.25,15841.0,15807.75,33.25,120,52.5,consolidation,consolidation,low,low,low,False,False,False,False,,True,True,6.105263157894737,False
2023-05-03,2023,2,IS,15726.5,15729.0,15756.25,15721.75,34.5,120,52.5,consolidation,consolidation,low,low,low,False,True,False,False,,False,True,1.8768115942028984,False
2023-05-04,2023,3,IS,15633.25,15607.0,15636.5,15586.0,50.5,120,52.5,consolidation,consolidation,low,low,low,False,False,False,False,,True,True,2.089108910891089,False
2023-05-05,2023,4,IS,15646.5,15644.0,15682.25,15610.0,72.25,120,50.5,consolidation,consolidation,high,high,high,False,True,False,False,,False,True,2.124567474048443,False
2023-05-08,2023,0,IS,15834.75,15821.25,15849.5,15812.5,37.0,120,50.5,consolidation,consolidation,low,low,low,False,False,False,False,,True,True,1.8310810810810811,False
2023-05-09,2023,1,IS,15825.0,15802.25,15828.5,15798.25,30.25,120,47.125,consolidation,consolidation,high,high,high,False,False,False,False,,True,True,1.9008264462809918,False
2023-05-10,2023,2,IS,15769.25,15908.0,15917.5,15764.75,152.75,120,43.625,expansion↑,consolidation,high,high,high,False,True,False,False,,False,True,0.8870703764320785,True
2023-05-11,2023,3,IS,15961.5,15956.5,15992.25,15929.0,63.25,120,43.625,consolidation,expansion↑,low,low,low,False,False,False,False,,True,True,1.3952569169960474,False
2023-05-12,2023,4,IS,15999.75,15991.5,16005.75,15978.5,27.25,120,43.625,consolidation,consolidation,high,high,high,False,False,False,False,,True,True,4.302752293577981,False
2023-05-15,2023,0,IS,15958.25,15946.5,15967.75,15937.25,30.5,120,42.875,consolidation,consolidation,low,low,low,False,False,False,False,,True,True,3.180327868852459,False
2023-05-16,2023,1,IS,15998.0,15959.25,16004.75,15954.5,50.25,120,39.75,expansion↓,consolidation,high,high,high,False,False,False,False,,True,True,2.2935323383084576,False
2023-05-17,2023,2,IS,16029.75,16044.0,16047.25,16018.75,28.5,120,40.375,consolidation,expansion↓,high,high,high,False,False,False,False,,True,True,3.026315789473684,False
2023-05-18,2023,3,IS,16194.0,16164.25,16208.0,16163.75,44.25,120,40.25,expansion↓,consolidation,high,high,high,False,False,False,False,,True,True,4.604519774011299,False
2023-05-19,2023,4,IS,16411.5,16440.25,16443.75,16402.25,41.5,120,40.625,expansion↑,expansion↓,high,high,high,False,False,False,False,,True,True,2.572289156626506,False
2023-05-22,2023,0,IS,16365.75,16379.5,16393.75,16349.25,44.5,120,39.25,consolidation,expansion↑,high,high,high,False,False,False,False,,True,True,2.241573033707865,False
2023-05-23,2023,1,IS,16420.25,16366.25,16426.75,16363.5,63.25,120,42.875,expansion↓,consolidation,low,low,low,False,False,False,False,,True,True,0.8814229249011858,True
2023-05-24,2023,2,IS,16211.75,16172.25,16220.25,16168.5,51.75,120,44.375,expansion↓,expansion↓,low,low,low,False,False,False,False,,True,True,2.0966183574879227,False
2023-05-25,2023,3,IS,16422.5,16487.75,16495.0,16414.0,81.0,120,44.375,expansion↑,expansion↓,low,low,low,False,False,False,False,,True,True,1.6728395061728396,False
2023-05-26,2023,4,IS,16542.25,16543.25,16569.5,16503.25,66.25,120,44.375,consolidation,expansion↑,high,high,high,False,False,False,False,,True,True,4.3283018867924525,False
2023-05-29,2023,0,IS,16918.0,16899.75,16921.0,16892.25,28.75,120,44.375,consolidation,consolidation,,,,False,False,True,False,holiday,False,False,,
2023-05-30,2023,1,IS,17009.5,17050.25,17094.75,17007.25,87.5,120,44.375,consolidation,consolidation,low,low,low,False,False,False,False,,True,True,1.822857142857143,False
2023-05-31,2023,2,IS,16895.5,16843.75,16906.25,16840.5,65.75,120,47.375,expansion↓,consolidation,high,high,high,False,False,False,False,,True,True,2.425855513307985,False
2023-06-01,2023,3,IS,16842.0,16821.0,16861.25,16797.75,63.5,120,50.375,consolidation,expansion↓,low,low,low,False,False,False,False,,True,True,2.7007874015748032,False
2023-06-02,2023,4,IS,17056.75,17036.25,17089.75,17018.25,71.5,120,51.0,consolidation,consolidation,high,high,high,False,True,False,False,,False,True,2.230769230769231,False
2023-06-05,2023,0,IS,17074.25,17084.5,17093.25,17069.0,24.25,120,51.0,compression,consolidation,high,high,high,False,False,False,False,,True,True,5.216494845360825,False
2023-06-06,2023,1,IS,17106.0,17093.25,17119.0,17088.75,30.25,120,51.0,consolidation,compression,low,low,low,False,False,False,False,,True,True,3.6942148760330578,False
2023-06-07,2023,2,IS,17107.0,17116.5,17139.0,17107.0,32.0,120,51.0,consolidation,consolidation,high,high,high,False,False,False,False,,True,True,7.796875,False
2023-06-08,2023,3,IS,16856.0,16887.75,16896.75,16812.75,84.0,120,47.375,consolidation,consolidation,high,high,high,False,False,False,False,,True,True,2.2232142857142856,False
2023-06-09,2023,4,IS,17020.25,17077.25,17082.0,17019.0,63.0,120,47.375,expansion↑,consolidation,high,high,high,False,False,False,False,,True,True,2.488095238095238,False
2023-06-12,2023,0,IS,17149.75,17161.5,17171.75,17133.25,38.5,120,51.0,consolidation,expansion↑,low,low,low,False,False,False,False,,True,True,2.396103896103896,False
2023-06-13,2023,1,IS,17374.0,17447.75,17454.5,17327.75,126.75,120,51.0,expansion↑,consolidation,high,high,high,False,True,False,False,,False,True,1.3175542406311638,False
2023-06-14,2023,2,IS,17466.0,17458.5,17494.25,17448.25,46.0,120,57.375,consolidation,expansion↑,low,low,low,False,True,False,False,,False,True,3.5543478260869565,False
2023-06-15,2023,3,IS,17442.5,17469.75,17478.5,17414.25,64.25,120,57.375,consolidation,consolidation,high,high,high,False,False,False,False,,True,True,3.2684824902723735,False
2023-06-16,2023,4,IS,17737.0,17781.0,17792.0,17736.5,55.5,120,63.125,consolidation,consolidation,high,high,high,False,False,False,False,,True,True,2.725225225225225,False
2023-06-19,2023,0,IS,17604.0,17600.5,17609.0,17582.25,26.75,120,63.125,compression,consolidation,,,,False,False,True,False,holiday,False,False,,
2023-06-20,2023,1,IS,17556.75,17598.25,17599.25,17556.25,43.0,120,63.125,consolidation,compression,low,low,low,False,False,False,False,,True,True,4.284883720930233,False
2023-06-21,2023,2,IS,17588.75,17549.5,17595.0,17534.0,61.0,120,59.25,expansion↓,consolidation,low,low,low,False,False,False,False,,True,True,3.557377049180328,False
2023-06-22,2023,3,IS,17329.75,17341.75,17372.0,17318.25,53.75,120,62.0,consolidation,expansion↓,low,low,low,False,False,False,False,,True,True,4.037209302325581,False
2023-06-23,2023,4,IS,17456.75,17386.5,17494.0,17367.25,126.75,120,58.25,expansion↓,consolidation,low,low,low,False,False,False,False,,True,True,0.8086785009861933,True
2023-06-26,2023,0,IS,17372.75,17409.75,17416.75,17363.75,53.0,120,58.25,consolidation,expansion↓,high,high,high,False,False,False,False,,True,True,3.292452830188679,False
2023-06-27,2023,1,IS,17275.5,17260.5,17285.5,17239.0,46.5,120,58.25,consolidation,consolidation,high,high,high,False,False,False,False,,True,True,2.6989247311827955,False
2023-06-28,2023,2,IS,17410.0,17393.0,17437.0,17383.0,54.0,120,54.625,consolidation,consolidation,low,low,low,False,False,False,False,,True,True,3.365740740740741,False
2023-06-29,2023,3,IS,17535.75,17490.5,17551.0,17475.75,75.25,120,53.875,expansion↓,consolidation,low,low,low,False,False,False,False,,True,True,1.5448504983388704,False
2023-06-30,2023,4,IS,17523.5,17585.25,17608.25,17513.5,94.75,120,53.875,expansion↑,expansion↓,high,high,high,False,False,False,False,,True,True,1.4591029023746702,False
2023-07-03,2023,0,IS,17714.0,17699.0,17716.25,17679.75,36.5,120,53.875,consolidation,expansion↑,high,high,high,False,False,False,True,,True,True,2.2465753424657535,False
2023-07-04,2023,1,IS,17695.5,17705.75,17707.25,17691.0,16.25,120,53.875,compression,consolidation,,,,False,False,True,False,holiday,False,False,,
2023-07-05,2023,2,IS,17638.25,17632.5,17641.5,17609.5,32.0,120,53.875,consolidation,compression,high,high,high,False,False,False,False,,True,True,4.4140625,False
2023-07-06,2023,3,IS,17631.5,17538.25,17653.25,17512.75,140.5,120,53.875,expansion↓,consolidation,low,low,low,False,False,False,False,,True,True,0.7313167259786477,True
2023-07-07,2023,4,IS,17560.25,17574.25,17662.25,17548.0,114.25,120,53.875,consolidation,expansion↓,low,low,low,False,True,False,False,,False,True,0.8927789934354485,True
2023-07-10,2023,0,IS,17488.25,17506.75,17545.5,17486.5,59.0,120,53.875,consolidation,consolidation,high,high,high,False,False,False,False,,True,True,2.190677966101695,False
2023-07-11,2023,1,IS,17553.25,17575.25,17588.0,17549.5,38.5,120,54.75,consolidation,consolidation,low,low,low,False,False,False,False,,True,True,3.2987012987012987,False
2023-07-12,2023,2,IS,17635.5,17746.75,17773.0,17633.25,139.75,120,53.875,expansion↑,consolidation,high,high,high,False,True,False,False,,False,True,1.1717352415026834,False
2023-07-13,2023,3,IS,17896.0,17905.75,17929.5,17876.25,53.25,120,54.75,consolidation,expansion↑,high,high,high,False,False,False,False,,True,True,1.5633802816901408,False
2023-07-14,2023,4,IS,18039.75,18061.25,18073.0,18037.75,35.25,120,53.875,consolidation,consolidation,high,high,high,False,False,False,False,,True,True,4.120567375886525,False
2023-07-17,2023,0,IS,18040.25,18052.5,18054.5,18027.5,27.0,120,53.5,consolidation,consolidation,high,high,high,False,False,False,False,,True,True,3.787037037037037,False
2023-07-18,2023,1,IS,18168.75,18156.75,18186.0,18144.25,41.75,120,53.5,consolidation,consolidation,low,low,low,False,False,False,False,,True,True,3.7365269461077846,False
2023-07-19,2023,2,IS,18348.25,18354.0,18363.0,18330.0,33.0,120,53.5,consolidation,consolidation,high,high,high,False,False,False,False,,True,True,2.3863636363636362,False
2023-07-20,2023,3,IS,18203.5,18187.5,18221.25,18166.75,54.5,120,53.125,consolidation,consolidation,high,high,high,False,False,False,False,,True,True,3.591743119266055,False
2023-07-21,2023,4,IS,18019.25,18040.0,18047.75,17994.0,53.75,120,53.125,consolidation,consolidation,high,high,high,False,False,False,False,,True,True,3.167441860465116,False
2023-07-24,2023,0,IS,17922.5,17916.0,17937.75,17910.75,27.0,120,53.125,consolidation,consolidation,high,high,high,False,False,False,False,,True,True,5.0,False
2023-07-25,2023,1,IS,17947.75,17955.75,17973.25,17947.0,26.25,120,49.875,consolidation,consolidation,low,low,low,False,False,False,False,,True,True,3.8666666666666667,False
2023-07-26,2023,2,IS,17972.0,17967.75,17995.25,17954.5,40.75,120,47.5,consolidation,consolidation,low,low,low,False,True,False,False,,False,True,3.049079754601227,False
2023-07-27,2023,3,IS,18146.75,18164.0,18192.75,18138.75,54.0,120,41.25,consolidation,consolidation,high,high,high,False,False,False,False,,True,True,2.6296296296296298,False
2023-07-28,2023,4,IS,18043.75,18089.75,18098.25,18033.25,65.0,120,41.25,expansion↑,consolidation,high,high,high,False,False,False,False,,True,True,2.769230769230769,False
2023-07-31,2023,0,IS,18197.5,18234.75,18243.5,18196.0,47.5,120,41.25,expansion↑,expansion↑,low,low,low,False,False,False,False,,True,True,2.1,False
2023-08-01,2023,1,IS,18172.5,18122.0,18177.0,18104.0,73.0,120,44.625,expansion↓,expansion↑,low,neither,low,False,False,False,False,,True,True,1.4828767123287672,False
2023-08-02,2023,2,IS,18036.5,18033.75,18068.0,18008.75,59.25,120,50.375,consolidation,expansion↓,low,low,low,False,False,False,False,,True,True,3.7637130801687766,False
2023-08-03,2023,3,IS,17759.0,17720.5,17793.75,17710.75,83.0,120,53.5,consolidation,consolidation,low,low,low,False,False,False,False,,True,True,1.6295180722891567,False
2023-08-04,2023,4,IS,17832.5,17860.25,17885.0,17750.0,135.0,120,53.5,consolidation,consolidation,high,high,high,False,True,False,False,,False,True,1.412962962962963,False
2023-08-07,2023,0,IS,17764.25,17789.0,17791.0,17742.25,48.75,120,53.5,consolidation,consolidation,high,high,high,False,False,False,False,,True,True,2.8512820512820514,False
2023-08-08,2023,1,IS,17752.75,17725.25,17759.75,17667.0,92.75,120,51.0,consolidation,consolidation,low,low,low,False,False,False,False,,True,True,1.743935309973046,False
2023-08-09,2023,2,IS,17734.0,17716.5,17756.0,17711.5,44.5,120,53.5,consolidation,consolidation,low,low,low,False,False,False,False,,True,True,4.98876404494382,False
2023-08-10,2023,3,IS,17617.0,17670.25,17705.75,17592.25,113.5,120,51.0,consolidation,consolidation,high,high,high,False,True,False,False,,False,True,2.0770925110132157,False
2023-08-11,2023,4,IS,17514.75,17445.5,17541.25,17432.0,109.25,120,51.25,expansion↓,consolidation,low,low,low,False,False,False,False,,True,True,1.2540045766590389,False
2023-08-14,2023,0,IS,17502.0,17433.25,17505.25,17404.0,101.25,120,53.875,expansion↓,expansion↓,low,low,low,False,False,False,False,,True,True,2.1037037037037036,False
2023-08-15,2023,1,IS,17527.75,17534.25,17553.25,17500.25,53.0,120,54.25,consolidation,expansion↓,high,high,high,False,False,False,False,,True,True,2.8632075471698113,False
2023-08-16,2023,2,IS,17462.0,17415.25,17467.0,17412.25,54.75,120,54.25,expansion↓,consolidation,low,low,low,False,False,False,False,,True,True,2.0182648401826486,False
2023-08-17,2023,3,IS,17312.5,17359.0,17366.5,17301.25,65.25,120,54.625,expansion↑,expansion↓,low,low,low,False,False,False,False,,True,True,2.310344827586207,False
